application_id,job_id,user_id,status
715,15272,4,0
716,15292,4,2
717,15372,4,0
718,15503,4,1
719,15705,4,1
720,15716,4,0
721,15832,4,1
722,16022,4,2
723,16319,4,0
724,17167,4,1
725,17381,4,2
726,17664,4,0
727,18171,4,0
728,18524,4,0
729,18606,4,0
730,19048,4,1
731,19364,4,0
732,247,631,2
733,262,631,1
734,612,631,0
735,674,631,0
736,702,631,1
737,773,631,2
738,806,631,2
739,824,631,2
740,860,631,1
741,880,631,2
742,952,631,1
743,957,631,1
744,1002,631,0
745,1127,631,0
746,1140,631,2
747,1154,631,1
748,1180,631,0
749,1229,631,0
750,1312,631,2
751,1403,631,0
752,1618,631,1
753,1641,631,0
754,1644,631,0
755,1661,631,1
756,1724,631,1
757,1901,631,1
758,1937,631,2
759,1963,631,2
760,1964,631,2
761,2010,631,2
762,2074,631,1
763,2365,631,0
764,2434,631,0
765,2797,631,2
766,2811,631,1
767,2922,631,1
768,3204,631,1
769,3237,631,2
770,3376,631,0
771,3386,631,1
772,3720,631,0
773,3778,631,2
774,3964,631,1
775,4088,631,2
776,4099,631,2
777,4215,631,0
778,4240,631,2
779,4276,631,2
780,4329,631,0
781,4386,631,0
782,4447,631,0
783,4515,631,1
784,4616,631,1
785,4997,631,1
786,5126,631,1
787,5148,631,2
788,5192,631,1
789,5199,631,1
790,5201,631,2
791,5209,631,0
792,5241,631,2
793,5263,631,0
794,5368,631,0
795,5445,631,2
796,5487,631,2
797,5496,631,2
798,5536,631,1
799,5653,631,1
800,5659,631,0
801,5676,631,2
802,5685,631,2
803,5722,631,0
804,5780,631,2
805,5801,631,2
806,5819,631,0
807,5820,631,1
808,5831,631,2
809,5868,631,0
810,5898,631,0
811,5910,631,1
812,5989,631,1
813,6006,631,1
814,6184,631,0
815,6219,631,2
816,6378,631,0
817,6452,631,0
818,6511,631,1
819,6588,631,0
820,6623,631,2
821,6869,631,0
822,7021,631,0
823,7235,631,1
824,7382,631,0
825,7498,631,2
826,7536,631,1
827,7539,631,0
828,7593,631,0
829,7695,631,0
830,7739,631,2
831,8001,631,1
832,8013,631,1
833,8017,631,1
834,8167,631,2
835,8188,631,2
836,8200,631,0
837,8216,631,0
838,8384,631,1
839,8481,631,1
840,8550,631,2
841,8731,631,0
842,8909,631,1
843,8945,631,2
844,9417,631,0
845,9482,631,1
846,9519,631,0
847,9564,631,0
848,9589,631,2
849,10114,631,2
850,10469,631,0
851,12400,631,2
852,12401,631,1
853,12451,631,0
854,12659,631,0
855,12663,631,1
856,12751,631,2
857,12776,631,1
858,13091,631,1
859,13589,631,0
860,13639,631,0
861,13662,631,1
862,13870,631,1
863,14254,631,0
864,14290,631,0
865,14305,631,1
866,14932,631,2
867,15181,631,1
868,15270,631,1
869,15272,631,1
870,15372,631,1
871,15503,631,1
872,15705,631,2
873,15716,631,1
874,16022,631,2
875,16319,631,2
876,17240,631,2
877,17259,631,0
878,17289,631,0
879,17381,631,0
880,18171,631,2
881,18524,631,0
882,18606,631,2
883,19048,631,1
884,19329,631,1
885,439,734,0
886,612,734,0
887,674,734,1
888,702,734,0
889,824,734,0
890,827,734,1
891,860,734,0
892,911,734,2
893,957,734,2
894,1002,734,0
895,1140,734,0
896,1154,734,0
897,1180,734,0
898,1286,734,0
899,1312,734,2
900,1423,734,0
901,1618,734,1
902,1641,734,1
903,1644,734,2
904,1661,734,1
905,1852,734,1
906,1881,734,0
907,1963,734,2
908,1964,734,1
909,2010,734,1
910,2074,734,1
911,2209,734,2
912,2434,734,2
913,2542,734,2
914,2797,734,0
915,2811,734,2
916,2821,734,0
917,2922,734,0
918,3106,734,2
919,3219,734,1
920,3237,734,0
921,3324,734,1
922,3376,734,0
923,3386,734,1
924,3720,734,1
925,3778,734,2
926,4084,734,0
927,4088,734,1
928,4215,734,2
929,4240,734,1
930,4276,734,2
931,4329,734,1
932,4386,734,1
933,4447,734,2
934,4515,734,1
935,4616,734,0
936,4827,734,2
937,4866,734,1
938,5126,734,2
939,5148,734,0
940,5190,734,0
941,5192,734,0
942,5201,734,0
943,5209,734,2
944,5263,734,0
945,5368,734,2
946,5445,734,2
947,5487,734,2
948,5496,734,0
949,5536,734,0
950,5601,734,0
951,5639,734,0
952,5659,734,0
953,5676,734,2
954,5700,734,1
955,5722,734,2
956,5780,734,2
957,5801,734,2
958,5819,734,2
959,5820,734,0
960,5831,734,1
961,5910,734,2
962,5940,734,2
963,5963,734,2
964,5989,734,1
965,6006,734,2
966,6124,734,0
967,6180,734,1
968,6184,734,0
969,6219,734,0
970,6378,734,2
971,6427,734,2
972,6452,734,1
973,6511,734,2
974,6520,734,1
975,6537,734,1
976,6588,734,0
977,7021,734,0
978,7235,734,0
979,7536,734,1
980,7593,734,0
981,7721,734,1
982,7739,734,2
983,7829,734,2
984,8001,734,1
985,8017,734,1
986,8170,734,1
987,8188,734,2
988,8216,734,0
989,8371,734,2
990,8481,734,1
991,8550,734,0
992,8615,734,0
993,8637,734,2
994,8709,734,1
995,8731,734,0
996,8909,734,2
997,9037,734,1
998,9060,734,0
999,9519,734,2
1000,9540,734,1
1001,9564,734,1
1002,9589,734,0
1003,10114,734,1
1004,10445,734,0
1005,10469,734,2
1006,11569,734,1
1007,12264,734,1
1008,12400,734,2
1009,12451,734,1
1010,12583,734,0
1011,12624,734,2
1012,12659,734,2
1013,12663,734,2
1014,12751,734,0
1015,12776,734,0
1016,13091,734,2
1017,13589,734,1
1018,13639,734,1
1019,13662,734,0
1020,13740,734,2
1021,14254,734,1
1022,14290,734,2
1023,14470,734,2
1024,15181,734,1
1025,15270,734,2
1026,15292,734,0
1027,15372,734,1
1028,15503,734,1
1029,15705,734,1
1030,15716,734,0
1031,15832,734,2
1032,16319,734,2
1033,17059,734,2
1034,17167,734,0
1035,17240,734,0
1036,17259,734,2
1037,17289,734,0
1038,17381,734,2
1039,17664,734,0
1040,18171,734,2
1041,18524,734,1
1042,18606,734,1
1043,19048,734,0
1044,19329,734,1
1045,10564,1530,0
1046,10749,1530,2
1047,10849,1530,2
1048,7514,1722,1
1049,10349,1722,2
1050,10720,1722,0
1051,10744,1722,1
1052,11050,1722,0
1053,11092,1722,1
1054,7909,1786,2
1055,10504,1786,1
1056,10675,1786,0
1057,10850,1786,2
1058,11037,1786,1
1059,16031,1786,1
1060,10382,504,0
1061,10731,504,2
1062,10745,504,0
1063,10914,504,1
1064,15030,504,1
1065,2848,758,1
1066,11051,758,0
1067,15508,758,1
1068,1421,835,1
1069,1605,835,0
1070,6533,835,0
1071,10453,835,1
1072,10786,835,0
1073,11661,835,2
1074,12993,835,1
1075,10400,1248,2
1076,10881,1248,0
1077,11061,1248,1
1078,11098,1248,1
1079,15243,1248,1
1080,15756,1248,1
1081,7541,20,0
1082,10524,20,0
1083,10581,20,1
1084,10624,20,2
1085,461,331,2
1086,10424,331,1
1087,10569,331,2
1088,10572,331,1
1089,10982,331,1
1090,12147,331,0
1091,13142,331,2
1092,10476,667,1
1093,10489,667,2
1094,10793,667,2
1095,11048,667,0
1096,11055,667,0
1097,11074,667,2
1098,11838,667,2
1099,15926,667,0
1100,1851,957,2
1101,3436,957,1
1102,6924,957,0
1103,10887,957,1
1104,10948,957,0
1105,10970,957,2
1106,18551,957,0
1107,1589,1602,1
1108,7514,1602,0
1109,10547,1602,1
1110,10618,1602,1
1111,10850,1602,0
1112,11040,1602,0
1113,13118,1602,0
1114,13120,1602,2
1115,10397,1956,1
1116,10554,1956,0
1117,10581,1956,1
1118,10613,1956,2
1119,11007,1956,2
1120,17295,1956,1
1121,7784,1081,1
1122,10404,1081,2
1123,10710,1081,2
1124,10749,1081,0
1125,10934,1081,0
1126,11077,1081,2
1127,11100,1081,0
1128,13227,1081,0
1129,19084,1081,1
1130,10353,1263,2
1131,10364,1263,1
1132,10504,1263,2
1133,10664,1263,1
1134,10913,1263,0
1135,14159,1263,0
1136,16075,1263,2
1137,17040,1263,0
1138,17546,1263,0
1139,7878,1409,2
1140,10361,1409,1
1141,10425,1409,0
1142,10759,1409,0
1143,10943,1409,0
1144,11007,1409,2
1145,11094,1409,2
1146,13223,1409,2
1147,10544,617,0
1148,10552,617,0
1149,10911,617,0
1150,1966,1153,2
1151,7560,1153,0
1152,10340,1462,0
1153,10884,1462,1
1154,157,913,2
1155,10343,913,2
1156,10389,913,0
1157,10630,913,2
1158,10656,913,2
1159,10660,913,2
1160,10832,913,1
1161,10893,913,2
1162,13063,913,2
1163,18541,913,0
1164,2143,1847,2
1165,10738,1847,2
1166,10757,1847,2
1167,10982,1847,2
1168,13046,1847,0
1169,1678,809,1
1170,6266,809,1
1171,10373,809,2
1172,10579,809,2
1173,10682,809,1
1174,11037,809,1
1175,756,606,2
1176,3305,606,1
1177,6751,606,0
1178,7692,606,0
1179,10491,606,0
1180,10562,606,0
1181,10603,606,0
1182,17533,606,2
1183,2373,1694,1
1184,4963,1694,1
1185,6751,1694,0
1186,10418,1694,2
1187,10471,1694,0
1188,10476,1694,2
1189,10681,1694,0
1190,10818,1694,2
1191,13120,1694,2
1192,10368,1919,0
1193,10567,1919,2
1194,10696,1919,0
1195,10811,1919,1
1196,10859,1919,0
1197,14901,1919,1
1198,17295,1919,2
1199,17533,1919,2
1200,10340,565,1
1201,10418,565,0
1202,10443,565,2
1203,10558,565,2
1204,10775,565,2
1205,12339,565,0
1206,15676,565,2
1207,1589,286,1
1208,10578,286,0
1209,10609,286,2
1210,10633,286,0
1211,10759,286,0
1212,10812,286,0
1213,10844,286,2
1214,10491,698,2
1215,10699,698,2
1216,11075,698,1
1217,12962,698,1
1218,10358,706,1
1219,10473,706,0
1220,10548,706,0
1221,10652,706,2
1222,10755,706,1
1223,10800,706,1
1224,11016,706,0
1225,11079,706,1
1226,11160,706,2
1227,13330,706,0
1228,2256,134,1
1229,10365,134,2
1230,10952,134,1
1231,11034,134,1
1232,11170,134,1
1233,17809,134,2
1234,9790,532,1
1235,10374,532,1
1236,10573,532,0
1237,16424,532,2
1238,10715,1088,0
1239,10907,1088,0
1240,10915,1088,0
1241,10952,1088,1
1242,11122,1088,1
1243,8667,1245,0
1244,10359,1245,2
1245,11053,1245,0
1246,13784,1245,2
1247,10505,1535,2
1248,10599,1535,0
1249,11062,1535,2
1250,13138,1535,0
1251,17772,1535,2
1252,18838,1535,1
1253,10704,97,0
1254,7853,547,0
1255,10401,547,1
1256,10524,547,0
1257,13169,547,2
1258,14159,547,2
1259,18247,547,1
1260,2439,582,0
1261,7853,582,0
1262,9578,582,0
1263,10587,582,2
1264,10683,582,1
1265,10758,582,0
1266,11159,582,1
1267,15509,582,1
1268,2413,992,2
1269,7853,992,2
1270,10407,992,0
1271,10483,992,2
1272,10597,992,0
1273,10603,992,1
1274,10738,992,2
1275,10788,992,0
1276,10912,992,2
1277,13110,992,2
1278,14901,992,1
1279,17810,992,2
1280,2180,1050,2
1281,2330,1050,1
1282,7820,1050,0
1283,9790,1050,1
1284,10395,1050,1
1285,10620,1050,2
1286,10691,1050,0
1287,10770,1050,2
1288,13258,1050,2
1289,1678,927,1
1290,10126,927,2
1291,10324,927,2
1292,10343,927,1
1293,10429,927,2
1294,10439,927,0
1295,10507,927,1
1296,10687,927,1
1297,10991,927,2
1298,11100,927,2
1299,11148,927,2
1300,15926,927,1
1301,7598,1913,2
1302,10049,1913,0
1303,10522,1913,0
1304,10569,1913,2
1305,10596,1913,1
1306,10629,1913,2
1307,18482,1913,2
1308,2288,270,2
1309,10704,270,1
1310,10738,270,0
1311,13142,270,1
1312,13323,270,1
1313,10454,453,0
1314,10484,453,0
1315,10787,453,1
1316,11130,453,0
1317,10049,617,0
1318,11131,617,1
1319,3436,856,1
1320,7541,856,0
1321,10323,856,2
1322,10632,856,1
1323,10704,856,1
1324,10770,856,1
1325,10966,856,0
1326,11129,856,0
1327,13131,856,0
1328,3897,912,0
1329,10483,912,0
1330,10578,912,0
1331,11164,912,0
1332,1605,1110,1
1333,10381,1110,2
1334,10453,1110,0
1335,10629,1110,2
1336,10685,1110,2
1337,11108,1110,2
1338,13142,1110,0
1339,16342,1110,0
1340,17794,1110,1
1341,363,1515,2
1342,10412,1515,0
1343,10424,1515,1
1344,10484,1515,1
1345,10574,1515,1
1346,10707,1515,2
1347,10799,1515,1
1348,11108,1515,0
1349,11112,1515,2
1350,14926,1515,0
1351,16424,1515,0
1352,2068,230,1
1353,7666,230,1
1354,10583,230,1
1355,10690,230,0
1356,10779,230,0
1357,11661,230,1
1358,10471,685,1
1359,10489,685,2
1360,10677,685,1
1361,10751,685,0
1362,10852,685,0
1363,10918,685,2
1364,11016,685,1
1365,11166,685,0
1366,1589,430,1
1367,10598,430,0
1368,11160,430,2
1369,12949,430,1
1370,14144,430,1
1371,10323,368,0
1372,10529,368,2
1373,11108,368,1
1374,17546,368,2
1375,10421,1107,0
1376,10613,1107,0
1377,10636,1107,0
1378,10704,1107,1
1379,11005,1107,2
1380,12147,1107,1
1381,13268,1107,2
1382,16589,1107,0
1383,17629,1107,2
1384,2527,1838,0
1385,7976,1838,0
1386,10544,1838,0
1387,10647,1838,1
1388,12962,1838,0
1389,2436,747,0
1390,10490,747,2
1391,10617,747,1
1392,10788,747,0
1393,10942,747,0
1394,11034,747,2
1395,11125,747,2
1396,15492,747,1
1397,17344,747,2
1398,87,1349,1
1399,4285,1349,2
1400,6777,1349,1
1401,7784,1349,1
1402,10425,1349,2
1403,10473,1349,0
1404,10513,1349,0
1405,10686,1349,1
1406,10884,1349,1
1407,15059,1349,2
1408,2669,1541,2
1409,10573,1541,1
1410,10854,1541,1
1411,11150,1541,0
1412,10635,1913,0
1413,11000,1913,2
1414,11025,1913,1
1415,12693,1913,0
1416,12949,1913,0
1417,12962,1913,0
1418,15221,1913,1
1419,15741,1913,0
1420,18210,1913,0
1421,1837,140,1
1422,3305,140,0
1423,10340,140,0
1424,10834,140,0
1425,10902,140,2
1426,10914,140,0
1427,10933,140,2
1428,10949,140,0
1429,11037,140,0
1430,15038,140,0
1431,15243,140,0
1432,16031,140,2
1433,8300,1278,1
1434,10748,1278,0
1435,10832,1278,2
1436,2256,1264,2
1437,10323,1264,2
1438,10389,1264,0
1439,10517,1264,0
1440,10787,1264,1
1441,10994,1264,0
1442,11030,1264,0
1443,10399,1353,2
1444,10548,1353,2
1445,10951,1353,1
1446,17313,1353,2
1447,17402,1353,2
1448,1476,1932,1
1449,10336,1932,2
