company_id,company_name,location,department,about_us,rating,awards,contact,email,website
13,PKS & Associates,Bengaluru,IT-Software / Software Services,we are PKS & Associates,2,Best Company in field of IT-Software / Software Services,5426053334,PKS&Associates.gmail.com,PKS&Associates.com
14,Janak Vidya Consultancy Pvt. Ltd.,Bengaluru,IT-Software / Software Services,we are Janak Vidya Consultancy Pvt. Ltd.,3,Best Company in field of IT-Software / Software Services,6752563603,JanakVidyaConsultancyPvt.Ltd..gmail.com,JanakVidyaConsultancyPvt.Ltd..com
15,Strivex Consulting Pvt Ltd,Bengaluru,IT-Software / Software Services,we are Strivex Consulting Pvt Ltd,2,Best Company in field of IT-Software / Software Services,4660244100,StrivexConsultingPvtLtd.gmail.com,StrivexConsultingPvtLtd.com
16,Magna Infotech Pvt Ltd,Bengaluru,Recruitment / Staffing,we are Magna Infotech Pvt Ltd,1,Best Company in field of Recruitment / Staffing,5589680881,MagnaInfotechPvtLtd.gmail.com,MagnaInfotechPvtLtd.com
17,OKDA Solutions,Bengaluru,IT-Software / Software Services,we are OKDA Solutions,4,Best Company in field of IT-Software / Software Services,8490576072,OKDASolutions.gmail.com,OKDASolutions.com
18,R3 Plant Design,Bengaluru,Industrial Products / Heavy Machinery,we are R3 Plant Design,4,Best Company in field of Industrial Products / Heavy Machinery,5501181496,R3PlantDesign.gmail.com,R3PlantDesign.com
19,Talent Acceleration Corridor,Bengaluru,IT-Software / Software Services,we are Talent Acceleration Corridor,2,Best Company in field of IT-Software / Software Services,2062393093,TalentAccelerationCorridor.gmail.com,TalentAccelerationCorridor.com
20,Aarch Solutions,Bengaluru,Banking / Financial Services / Broking,we are Aarch Solutions,3,Best Company in field of Banking / Financial Services / Broking,6706215467,AarchSolutions.gmail.com,AarchSolutions.com
21,Human Capital Resource,Bengaluru,Internet / Ecommerce,we are Human Capital Resource,2,Best Company in field of Internet / Ecommerce,6278466797,HumanCapitalResource.gmail.com,HumanCapitalResource.com
22,Oakwood Premier Prestige Bangalore,Bengaluru,Travel / Hotels / Restaurants / Airlines / Railways,we are Oakwood Premier Prestige Bangalore,5,Best Company in field of Travel / Hotels / Restaurants / Airlines / Railways,2945463884,OakwoodPremierPrestigeBangalore.gmail.com,OakwoodPremierPrestigeBangalore.com
23,Global Connections,"Chennai, Mumbai, Bengaluru, Pune, Hyderabad, Canada, Australia",BPO / Call Centre / ITES,we are Global Connections,2,Best Company in field of BPO / Call Centre / ITES,9464966957,GlobalConnections.gmail.com,GlobalConnections.com
24,Biocon Limited,Bengaluru,Pharma / Biotech / Clinical Research,we are Biocon Limited,2,Best Company in field of Pharma / Biotech / Clinical Research,1644072078,BioconLimited.gmail.com,BioconLimited.com
25,eGov Tech Labs,Bengaluru,IT-Software / Software Services,we are eGov Tech Labs,2,Best Company in field of IT-Software / Software Services,6321931382,eGovTechLabs.gmail.com,eGovTechLabs.com
26,SLK Software Services Pvt. Ltd.,Bengaluru,IT-Software / Software Services,we are SLK Software Services Pvt. Ltd.,5,Best Company in field of IT-Software / Software Services,5108484484,SLKSoftwareServicesPvt.Ltd..gmail.com,SLKSoftwareServicesPvt.Ltd..com
27,Inspiration Manpower Consultancy Pvt. Ltd.,"Bengaluru, Chennai",BPO / Call Centre / ITES,we are Inspiration Manpower Consultancy Pvt. Ltd.,4,Best Company in field of BPO / Call Centre / ITES,6705224495,InspirationManpowerConsultancyPvt.Ltd..gmail.com,InspirationManpowerConsultancyPvt.Ltd..com
28,Confidential,"Delhi NCR, Bengaluru",IT-Software / Software Services,we are Confidential,1,Best Company in field of IT-Software / Software Services,9542413762,Confidential.gmail.com,Confidential.com
29,IFB Support Services Pvt. Ltd.,Bengaluru,IT-Software / Software Services,we are IFB Support Services Pvt. Ltd.,1,Best Company in field of IT-Software / Software Services,2121520806,IFBSupportServicesPvt.Ltd..gmail.com,IFBSupportServicesPvt.Ltd..com
30,EY,"Bengaluru, Gurgaon",IT-Software / Software Services,we are EY,1,Best Company in field of IT-Software / Software Services,5736280154,EY.gmail.com,EY.com
31,StateStreet Global Advisor Pvt Ltd,Bengaluru,Banking / Financial Services / Broking,we are StateStreet Global Advisor Pvt Ltd,2,Best Company in field of Banking / Financial Services / Broking,4008957229,StateStreetGlobalAdvisorPvtLtd.gmail.com,StateStreetGlobalAdvisorPvtLtd.com
32,Greenage Griha Nirmaan Pvt Ltd.,Bengaluru,Real Estate / Property,we are Greenage Griha Nirmaan Pvt Ltd.,1,Best Company in field of Real Estate / Property,9205857310,GreenageGrihaNirmaanPvtLtd..gmail.com,GreenageGrihaNirmaanPvtLtd..com
33,Park Plaza Hotel,Bengaluru,Travel / Hotels / Restaurants / Airlines / Railways,we are Park Plaza Hotel,1,Best Company in field of Travel / Hotels / Restaurants / Airlines / Railways,4139678728,ParkPlazaHotel.gmail.com,ParkPlazaHotel.com
34,Search Light,Bengaluru,Internet / Ecommerce,we are Search Light,2,Best Company in field of Internet / Ecommerce,2336769961,SearchLight.gmail.com,SearchLight.com
35,CIGNEX Datamatics Technologies Ltd.,Bengaluru,IT-Software / Software Services,we are CIGNEX Datamatics Technologies Ltd.,4,Best Company in field of IT-Software / Software Services,7941318389,CIGNEXDatamaticsTechnologiesLtd..gmail.com,CIGNEXDatamaticsTechnologiesLtd..com
36,HumanKonnect,Bengaluru,Insurance,we are HumanKonnect,2,Best Company in field of Insurance,3783395759,HumanKonnect.gmail.com,HumanKonnect.com
37,Myntra Designs Pvt. Ltd.,Bengaluru,Internet / Ecommerce,we are Myntra Designs Pvt. Ltd.,3,Best Company in field of Internet / Ecommerce,5460297184,MyntraDesignsPvt.Ltd..gmail.com,MyntraDesignsPvt.Ltd..com
38,Nitesh Estates Limited,Bengaluru,Real Estate / Property,we are Nitesh Estates Limited,2,Best Company in field of Real Estate / Property,9213123575,NiteshEstatesLimited.gmail.com,NiteshEstatesLimited.com
39,EFS Facilities Services (india) Pvt. Ltd.,Bengaluru,Facility Management,we are EFS Facilities Services (india) Pvt. Ltd.,1,Best Company in field of Facility Management,3849422680,EFSFacilitiesServices(india)Pvt.Ltd..gmail.com,EFSFacilitiesServices(india)Pvt.Ltd..com
40,PlaySimple - Startup,Bengaluru,Internet / Ecommerce,we are PlaySimple - Startup,5,Best Company in field of Internet / Ecommerce,9227812032,PlaySimple-Startup.gmail.com,PlaySimple-Startup.com
41,Job Finder,Bengaluru,BPO / Call Centre / ITES,we are Job Finder,5,Best Company in field of BPO / Call Centre / ITES,1612612634,JobFinder.gmail.com,JobFinder.com
42,Accel Frontline Limited,Bengaluru,IT-Software / Software Services,we are Accel Frontline Limited,2,Best Company in field of IT-Software / Software Services,3295507191,AccelFrontlineLimited.gmail.com,AccelFrontlineLimited.com
43,Manipal-City & Guilds (MCG),Bengaluru,Education / Teaching / Training,we are Manipal-City & Guilds (MCG),2,Best Company in field of Education / Teaching / Training,9234430949,Manipal-City&Guilds(MCG).gmail.com,Manipal-City&Guilds(MCG).com
44,Nasdaq Corporate Solutions (India) Pvt Ltd.,Bengaluru,IT-Software / Software Services,we are Nasdaq Corporate Solutions (India) Pvt Ltd.,1,Best Company in field of IT-Software / Software Services,1137586624,NasdaqCorporateSolutions(India)PvtLtd..gmail.com,NasdaqCorporateSolutions(India)PvtLtd..com
45,TRH Consultancy Services,"Bengaluru, Chennai",IT-Software / Software Services,we are TRH Consultancy Services,3,Best Company in field of IT-Software / Software Services,2087059768,TRHConsultancyServices.gmail.com,TRHConsultancyServices.com
46,Thrillophilia Adventure Tours Pvt Ltd,"Bengaluru, Chennai, Hyderabad",Internet / Ecommerce,we are Thrillophilia Adventure Tours Pvt Ltd,1,Best Company in field of Internet / Ecommerce,8731586127,ThrillophiliaAdventureToursPvtLtd.gmail.com,ThrillophiliaAdventureToursPvtLtd.com
47,Axtel Communication Private Limited,Bengaluru,IT-Software / Software Services,we are Axtel Communication Private Limited,5,Best Company in field of IT-Software / Software Services,1414453491,AxtelCommunicationPrivateLimited.gmail.com,AxtelCommunicationPrivateLimited.com
48,Local Job Search,"Bengaluru, Mumbai, Pune, Chennai, Hyderabad, Gurgaon",Government / Defence,we are Local Job Search,1,Best Company in field of Government / Defence,9971951863,LocalJobSearch.gmail.com,LocalJobSearch.com
49,Shoppyzip Online Pvt Ltd,Bengaluru,IT-Software / Software Services,we are Shoppyzip Online Pvt Ltd,1,Best Company in field of IT-Software / Software Services,9940184226,ShoppyzipOnlinePvtLtd.gmail.com,ShoppyzipOnlinePvtLtd.com
50,KPMG,Bengaluru,Accounting / Finance,we are KPMG,4,Best Company in field of Accounting / Finance,7870106341,KPMG.gmail.com,KPMG.com
51,State Bank Of India,"Bengaluru, Mumbai, Hyderabad",Banking / Financial Services / Broking,we are State Bank Of India,1,Best Company in field of Banking / Financial Services / Broking,9945330477,StateBankOfIndia.gmail.com,StateBankOfIndia.com
52,confidential,Bengaluru,Recruitment / Staffing,we are confidential,2,Best Company in field of Recruitment / Staffing,7973329077,confidential.gmail.com,confidential.com
53,Paramount Instruments Pvt. Ltd.,"Mumbai, Bengaluru, Delhi NCR",Textiles / Garments / Accessories,we are Paramount Instruments Pvt. Ltd.,2,Best Company in field of Textiles / Garments / Accessories,8872872161,ParamountInstrumentsPvt.Ltd..gmail.com,ParamountInstrumentsPvt.Ltd..com
54,Merrin and Associates,Bengaluru,IT-Software / Software Services,we are Merrin and Associates,5,Best Company in field of IT-Software / Software Services,5729862885,MerrinandAssociates.gmail.com,MerrinandAssociates.com
55,Bob Technologies,Bengaluru,Recruitment / Staffing,we are Bob Technologies,4,Best Company in field of Recruitment / Staffing,1661325782,BobTechnologies.gmail.com,BobTechnologies.com
56,ASAP Info Systems Pvt Ltd,"Hyderabad, Bengaluru",IT-Software / Software Services,we are ASAP Info Systems Pvt Ltd,4,Best Company in field of IT-Software / Software Services,7938077102,ASAPInfoSystemsPvtLtd.gmail.com,ASAPInfoSystemsPvtLtd.com
57,Carmatec It Solutions Pvt Ltd,Bengaluru,IT-Software / Software Services,we are Carmatec It Solutions Pvt Ltd,1,Best Company in field of IT-Software / Software Services,1373400248,CarmatecItSolutionsPvtLtd.gmail.com,CarmatecItSolutionsPvtLtd.com
58,Altisource Business Solutions Pvt Ltd,Bengaluru,IT-Software / Software Services,we are Altisource Business Solutions Pvt Ltd,1,Best Company in field of IT-Software / Software Services,4117663896,AltisourceBusinessSolutionsPvtLtd.gmail.com,AltisourceBusinessSolutionsPvtLtd.com
59,Enlivening Technologies Pvt Ltd,Bengaluru,Semiconductors / Electronics,we are Enlivening Technologies Pvt Ltd,1,Best Company in field of Semiconductors / Electronics,5046663640,EnliveningTechnologiesPvtLtd.gmail.com,EnliveningTechnologiesPvtLtd.com
60,dynproindia,"Pune, Bengaluru",IT-Software / Software Services,we are dynproindia,2,Best Company in field of IT-Software / Software Services,7287177527,dynproindia.gmail.com,dynproindia.com
61,YOGAM BPO,"PUNE Mumbai, Chennai Kolkata, Bangalore Hyderabad",Medical / Healthcare / Hospitals,we are YOGAM BPO,1,Best Company in field of Medical / Healthcare / Hospitals,2512308064,YOGAMBPO.gmail.com,YOGAMBPO.com
62,EnkayConsultants,Bengaluru,IT-Software / Software Services,we are EnkayConsultants,3,Best Company in field of IT-Software / Software Services,8817764919,EnkayConsultants.gmail.com,EnkayConsultants.com
63,RoboWizards Education LLP,"Bengaluru, Mumbai, Mumbai Suburbs",Education / Teaching / Training,we are RoboWizards Education LLP,5,Best Company in field of Education / Teaching / Training,9221194697,RoboWizardsEducationLLP.gmail.com,RoboWizardsEducationLLP.com
64,HMS Host Services India Pvt Ltd,Bengaluru,Travel / Hotels / Restaurants / Airlines / Railways,we are HMS Host Services India Pvt Ltd,1,Best Company in field of Travel / Hotels / Restaurants / Airlines / Railways,4006639467,HMSHostServicesIndiaPvtLtd.gmail.com,HMSHostServicesIndiaPvtLtd.com
65,LAYFIELD BARRETT KPO SERVICES PRIVATE LIMITED,Bengaluru,Legal,we are LAYFIELD BARRETT KPO SERVICES PRIVATE LIMITED,4,Best Company in field of Legal,9313726148,LAYFIELDBARRETTKPOSERVICESPRIVATELIMITED.gmail.com,LAYFIELDBARRETTKPOSERVICESPRIVATELIMITED.com
66,Quess Corp Ltd.,Bengaluru,BPO / Call Centre / ITES,we are Quess Corp Ltd.,3,Best Company in field of BPO / Call Centre / ITES,1606534448,QuessCorpLtd..gmail.com,QuessCorpLtd..com
67,IPsoft Global Services Private Limited,Bengaluru,IT-Software / Software Services,we are IPsoft Global Services Private Limited,2,Best Company in field of IT-Software / Software Services,8404472744,IPsoftGlobalServicesPrivateLimited.gmail.com,IPsoftGlobalServicesPrivateLimited.com
68,Apollo Sugar Clinics Limited,"Chennai, Bengaluru",Medical / Healthcare / Hospitals,we are Apollo Sugar Clinics Limited,4,Best Company in field of Medical / Healthcare / Hospitals,1379331936,ApolloSugarClinicsLimited.gmail.com,ApolloSugarClinicsLimited.com
69,ITBMS Inc,"Bengaluru, Pune",IT-Software / Software Services,we are ITBMS Inc,2,Best Company in field of IT-Software / Software Services,7475133863,ITBMSInc.gmail.com,ITBMSInc.com
70,TalentPegs,"Mumbai, Bengaluru",NGO / Social Services / Regulators / Industry Associations,we are TalentPegs,3,Best Company in field of NGO / Social Services / Regulators / Industry Associations,1966030127,TalentPegs.gmail.com,TalentPegs.com
71,Manzil Placement,"Bengaluru, Mumbai, Chennai, Pune, Hyderabad, Delhi NCR",Banking / Financial Services / Broking,we are Manzil Placement,2,Best Company in field of Banking / Financial Services / Broking,5865143302,ManzilPlacement.gmail.com,ManzilPlacement.com
72,InstaCar Technologies Pvt. Ltd.,"Bengaluru, Mumbai, Indore",IT-Software / Software Services,we are InstaCar Technologies Pvt. Ltd.,3,Best Company in field of IT-Software / Software Services,6565545918,InstaCarTechnologiesPvt.Ltd..gmail.com,InstaCarTechnologiesPvt.Ltd..com
73,Delight HR Services Pvt Ltd.,Bengaluru,Other,we are Delight HR Services Pvt Ltd.,2,Best Company in field of Other,4520998549,DelightHRServicesPvtLtd..gmail.com,DelightHRServicesPvtLtd..com
74,Azim Premji Foundation,Bengaluru,NGO / Social Services / Regulators / Industry Associations,we are Azim Premji Foundation,4,Best Company in field of NGO / Social Services / Regulators / Industry Associations,6241238255,AzimPremjiFoundation.gmail.com,AzimPremjiFoundation.com
75,Step Ahead,Bengaluru,Architecture / Interior Design,we are Step Ahead,5,Best Company in field of Architecture / Interior Design,6106364462,StepAhead.gmail.com,StepAhead.com
76,Human Capital and Tech Solutions,Bengaluru,IT-Software / Software Services,we are Human Capital and Tech Solutions,3,Best Company in field of IT-Software / Software Services,4875136878,HumanCapitalandTechSolutions.gmail.com,HumanCapitalandTechSolutions.com
77,Puravankara Projects Limited,Bengaluru,Real Estate / Property,we are Puravankara Projects Limited,3,Best Company in field of Real Estate / Property,7998783627,PuravankaraProjectsLimited.gmail.com,PuravankaraProjectsLimited.com
78,Viaweb Technologies Solutions LLP,Bengaluru,IT-Software / Software Services,we are Viaweb Technologies Solutions LLP,2,Best Company in field of IT-Software / Software Services,9939621430,ViawebTechnologiesSolutionsLLP.gmail.com,ViawebTechnologiesSolutionsLLP.com
79,Confident Group,Bengaluru,Real Estate / Property,we are Confident Group,4,Best Company in field of Real Estate / Property,6208991716,ConfidentGroup.gmail.com,ConfidentGroup.com
80,QuintilesIMS Research India Private Limited.,Bengaluru,Pharma / Biotech / Clinical Research,we are QuintilesIMS Research India Private Limited.,1,Best Company in field of Pharma / Biotech / Clinical Research,1148947132,QuintilesIMSResearchIndiaPrivateLimited..gmail.com,QuintilesIMSResearchIndiaPrivateLimited..com
81,Pinaki Softcon Pvt Ltd,"Bengaluru, Gurgaon",IT-Software / Software Services,we are Pinaki Softcon Pvt Ltd,3,Best Company in field of IT-Software / Software Services,9706148908,PinakiSoftconPvtLtd.gmail.com,PinakiSoftconPvtLtd.com
82,Zivame.Com,Bengaluru,Internet / Ecommerce,we are Zivame.Com,4,Best Company in field of Internet / Ecommerce,6895781951,Zivame.Com.gmail.com,Zivame.Com.com
83,GE IIPL - Training Division (GE HEalthcare),Bengaluru,Medical / Healthcare / Hospitals,we are GE IIPL - Training Division (GE HEalthcare),3,Best Company in field of Medical / Healthcare / Hospitals,7164140507,GEIIPL-TrainingDivision(GEHEalthcare).gmail.com,GEIIPL-TrainingDivision(GEHEalthcare).com
84,Span Outsourcing Pvt. Ltd.,Bengaluru,BPO / Call Centre / ITES,we are Span Outsourcing Pvt. Ltd.,1,Best Company in field of BPO / Call Centre / ITES,6586123541,SpanOutsourcingPvt.Ltd..gmail.com,SpanOutsourcingPvt.Ltd..com
85,Koenig Solutions Ltd,"Delhi, Bengaluru",Education / Teaching / Training,we are Koenig Solutions Ltd,3,Best Company in field of Education / Teaching / Training,3279278050,KoenigSolutionsLtd.gmail.com,KoenigSolutionsLtd.com
86,Anlage Infotech (I) Pvt. Ltd.,Bengaluru,IT-Software / Software Services,we are Anlage Infotech (I) Pvt. Ltd.,4,Best Company in field of IT-Software / Software Services,6266634170,AnlageInfotech(I)Pvt.Ltd..gmail.com,AnlageInfotech(I)Pvt.Ltd..com
87,"HITECH PLACEMENTS, Bangalore",Bengaluru Bangalore,Construction / Engineering / Cement / Metals,"we are HITECH PLACEMENTS, Bangalore",4,Best Company in field of Construction / Engineering / Cement / Metals,7980837839,"HITECHPLACEMENTS,Bangalore.gmail.com","HITECHPLACEMENTS,Bangalore.com"
88,Park Plaza Hotels & Resorts,Bengaluru,Travel / Hotels / Restaurants / Airlines / Railways,we are Park Plaza Hotels & Resorts,2,Best Company in field of Travel / Hotels / Restaurants / Airlines / Railways,8877023627,ParkPlazaHotels&Resorts.gmail.com,ParkPlazaHotels&Resorts.com
89,Rooman Technologies Pvt. Ltd.,Bengaluru,Education / Teaching / Training,we are Rooman Technologies Pvt. Ltd.,2,Best Company in field of Education / Teaching / Training,6140200113,RoomanTechnologiesPvt.Ltd..gmail.com,RoomanTechnologiesPvt.Ltd..com
90,Gratitude India,"Mumbai, Bengaluru, Delhi NCR",BPO / Call Centre / ITES,we are Gratitude India,3,Best Company in field of BPO / Call Centre / ITES,3353810149,GratitudeIndia.gmail.com,GratitudeIndia.com
91,TeamLease Services Limited,Bengaluru,Banking / Financial Services / Broking,we are TeamLease Services Limited,2,Best Company in field of Banking / Financial Services / Broking,6009912840,TeamLeaseServicesLimited.gmail.com,TeamLeaseServicesLimited.com
92,Faxhion Technologies Private Limited,Bengaluru,IT-Software / Software Services,we are Faxhion Technologies Private Limited,4,Best Company in field of IT-Software / Software Services,2272429186,FaxhionTechnologiesPrivateLimited.gmail.com,FaxhionTechnologiesPrivateLimited.com
93,Synophic Systems Inc,Bengaluru,Telecom/ISP,we are Synophic Systems Inc,5,Best Company in field of Telecom/ISP,1933799432,SynophicSystemsInc.gmail.com,SynophicSystemsInc.com
94,Hcl Technologies Limited,Bengaluru,IT-Software / Software Services,we are Hcl Technologies Limited,5,Best Company in field of IT-Software / Software Services,3002841055,HclTechnologiesLimited.gmail.com,HclTechnologiesLimited.com
95,Orcapod Consulting Services Private Limited,"Bengaluru, Pune, Delhi NCR, Chennai, Hyderabad, Kolkata, Bhubaneshwar, Chandigarh",Recruitment / Staffing,we are Orcapod Consulting Services Private Limited,2,Best Company in field of Recruitment / Staffing,4825825072,OrcapodConsultingServicesPrivateLimited.gmail.com,OrcapodConsultingServicesPrivateLimited.com
96,Crystal Hiring Pvt. Ltd.,"Mumbai, Bengaluru",IT-Software / Software Services,we are Crystal Hiring Pvt. Ltd.,2,Best Company in field of IT-Software / Software Services,2388501862,CrystalHiringPvt.Ltd..gmail.com,CrystalHiringPvt.Ltd..com
97,United Capital Club,"Delhi, Hyderabad, Dehradun, Mumbai, Bengaluru, Jaipur",IT-Software / Software Services,we are United Capital Club,5,Best Company in field of IT-Software / Software Services,9483618841,UnitedCapitalClub.gmail.com,UnitedCapitalClub.com
98,O&G SKILLS INDIA PVT LTD,Bengaluru,Office Equipment / Automation,we are O&G SKILLS INDIA PVT LTD,3,Best Company in field of Office Equipment / Automation,6216852384,O&GSKILLSINDIAPVTLTD.gmail.com,O&GSKILLSINDIAPVTLTD.com
99,Kent Ro Systems,Bengaluru,Consumer Electronics / Appliances / Durables,we are Kent Ro Systems,4,Best Company in field of Consumer Electronics / Appliances / Durables,8989303375,KentRoSystems.gmail.com,KentRoSystems.com
100,LAYFIELD & BARRETT KPO SERVICES PRIVATE LIMITED,"Chandigarh, Bengaluru",Legal,we are LAYFIELD & BARRETT KPO SERVICES PRIVATE LIMITED,3,Best Company in field of Legal,3530126625,LAYFIELD&BARRETTKPOSERVICESPRIVATELIMITED.gmail.com,LAYFIELD&BARRETTKPOSERVICESPRIVATELIMITED.com
101,Emind Technologies - Jayanagar,Bengaluru,Education / Teaching / Training,we are Emind Technologies - Jayanagar,2,Best Company in field of Education / Teaching / Training,2024891297,EmindTechnologies-Jayanagar.gmail.com,EmindTechnologies-Jayanagar.com
102,Adglobal360 India Private Limited,Bengaluru,Advertising / PR / MR / Event Management,we are Adglobal360 India Private Limited,5,Best Company in field of Advertising / PR / MR / Event Management,7442287404,Adglobal360IndiaPrivateLimited.gmail.com,Adglobal360IndiaPrivateLimited.com
103,Pype Inc,Bengaluru,IT-Software / Software Services,we are Pype Inc,2,Best Company in field of IT-Software / Software Services,6216217411,PypeInc.gmail.com,PypeInc.com
104,Target,Bengaluru,IT-Software / Software Services,we are Target,4,Best Company in field of IT-Software / Software Services,1545475856,Target.gmail.com,Target.com
105,Wellspring Healthcare Pvt. Ltd.,"Bengaluru, Gurgaon",Medical / Healthcare / Hospitals,we are Wellspring Healthcare Pvt. Ltd.,3,Best Company in field of Medical / Healthcare / Hospitals,7725271744,WellspringHealthcarePvt.Ltd..gmail.com,WellspringHealthcarePvt.Ltd..com
106,Aspire ERP Systems,"Bengaluru, Mangalore, Panjim",Insurance,we are Aspire ERP Systems,3,Best Company in field of Insurance,6752738739,AspireERPSystems.gmail.com,AspireERPSystems.com
107,HireCraft Software Pvt Ltd,Bengaluru,IT-Software / Software Services,we are HireCraft Software Pvt Ltd,4,Best Company in field of IT-Software / Software Services,4427768450,HireCraftSoftwarePvtLtd.gmail.com,HireCraftSoftwarePvtLtd.com
108,SISKIN HEALTH & HOSPITALITY,Bengaluru,Medical / Healthcare / Hospitals,we are SISKIN HEALTH & HOSPITALITY,2,Best Company in field of Medical / Healthcare / Hospitals,8069127813,SISKINHEALTH&HOSPITALITY.gmail.com,SISKINHEALTH&HOSPITALITY.com
109,Recruise,"Bengaluru Bangalore, Chennai",IT-Software / Software Services,we are Recruise,5,Best Company in field of IT-Software / Software Services,4673488203,Recruise.gmail.com,Recruise.com
110,Sidjobs Consultancy Private Limited,"Mumbai, Delhi, Bengaluru",Insurance,we are Sidjobs Consultancy Private Limited,5,Best Company in field of Insurance,8355754550,SidjobsConsultancyPrivateLimited.gmail.com,SidjobsConsultancyPrivateLimited.com
111,My Connecting,"Bengaluru, Delhi NCR",Education / Teaching / Training,we are My Connecting,2,Best Company in field of Education / Teaching / Training,6357265812,MyConnecting.gmail.com,MyConnecting.com
112,Wissen Infotech Pvt. Ltd.,Bengaluru,IT-Software / Software Services,we are Wissen Infotech Pvt. Ltd.,2,Best Company in field of IT-Software / Software Services,3152898710,WissenInfotechPvt.Ltd..gmail.com,WissenInfotechPvt.Ltd..com
113,Sopra Steria India,Bengaluru,IT-Software / Software Services,we are Sopra Steria India,4,Best Company in field of IT-Software / Software Services,9864657649,SopraSteriaIndia.gmail.com,SopraSteriaIndia.com
114,ANI Technologies Pvt Ltd (Olacabs),Bengaluru,Internet / Ecommerce,we are ANI Technologies Pvt Ltd (Olacabs),4,Best Company in field of Internet / Ecommerce,2016904492,ANITechnologiesPvtLtd(Olacabs).gmail.com,ANITechnologiesPvtLtd(Olacabs).com
115,Royal Orchid Hotels Ltd.,"Bengaluru, Bellary",Travel / Hotels / Restaurants / Airlines / Railways,we are Royal Orchid Hotels Ltd.,5,Best Company in field of Travel / Hotels / Restaurants / Airlines / Railways,2256286710,RoyalOrchidHotelsLtd..gmail.com,RoyalOrchidHotelsLtd..com
116,ICRI Research,"Bengaluru, Mumbai",Medical / Healthcare / Hospitals,we are ICRI Research,2,Best Company in field of Medical / Healthcare / Hospitals,1427405833,ICRIResearch.gmail.com,ICRIResearch.com
117,Metabyte India Private Limited,Bengaluru,Recruitment / Staffing,we are Metabyte India Private Limited,2,Best Company in field of Recruitment / Staffing,2210777155,MetabyteIndiaPrivateLimited.gmail.com,MetabyteIndiaPrivateLimited.com
118,Reliason Solutions Ltd,"Bengaluru, Delhi NCR",IT-Software / Software Services,we are Reliason Solutions Ltd,1,Best Company in field of IT-Software / Software Services,2429080561,ReliasonSolutionsLtd.gmail.com,ReliasonSolutionsLtd.com
